,Hospital Name,Beds,City,State
5413,Samaritan Medical Center,286,Watertown,NY
5414,Samaritan North Lincoln Hospital,25,Lincoln City,OR
5415,Samaritan Pacific Communities Hospital,25,Newport,OR
5416,Same Day Surgery Center,6,Rapid City,SD
5417,Sampson Regional Medical Center,71,Clinton,NC
5418,Samuel Mahelona Memorial Hospital,80,Kapaa,HI
5419,Samuel Simmonds Memorial Hospital,20,Barrow,AK
5420,San Angelo Community Medical Center,131,San Angelo,TX
5421,San Antonio Behavioral Healthcare Hospital,108,San Antonio,TX
5422,San Antonio Military Medical Center North - Brooke Army Medical Center,0,Fort Sam Houston,TX
5423,San Antonio Regional Hospital,363,Upland,CA
5424,San Antonio State Hospital,302,San Antonio,TX
5425,San Carlos Apache Healthcare,8,Peridot,AZ
5426,San Diego County Psychiatric Hospital,0,San Diego,CA
5427,San Dimas Community Hospital,95,San Dimas,CA
5428,San Francisco Campus for Jewish Living,391,San Francisco,CA
5429,San Francisco VA Medical Center,0,San Francisco,CA
5430,San Gabriel Valley Medical Center,273,San Gabriel,CA
5431,San Gorgonio Memorial Hospital,61,Banning,CA
5432,San Joaquin General Hospital,196,French Camp,CA
5433,San Joaquin Valley Rehabilitation Hospital,62,Fresno,CA
5434,San Jorge Children's and Women's Hospital,0,San Juan,PR
5435,San Jose Behavioral Health,80,San Jose,CA
5436,San Jose Medical Center Main Campus,235,San Jose,CA
5437,San Juan Bautista Medical Center,225,Caguas,PR
5438,San Juan Capestrano Hospital,172,Camino Las Lomas,PR
5439,San Juan Hospital,21,Monticello,UT
5440,San Juan Municipal Hospital,174,San Juan,PR
5441,San Juan Regional Medical Center,184,Farmington,NM
5442,San Juan Regional Rehabilitation Hospital,18,Farmington,NM
5443,San Leandro Hospital,45,San Leandro,CA
5444,San Leandro Medical Center,206,San Leandro,CA
5445,San Mateo Medical Center,508,San Mateo,CA
5446,San Rafael Medical Center,116,San Rafael,CA
5447,San Ramon Regional Medical Center,123,San Ramon,CA
5448,Sana Behavioral Health Hospital-Las Vegas,19,Las Vegas,NV
5449,SandyPines,0,Tequesta,FL
5450,Sanford Aberdeen Medical Center,48,Aberdeen,SD
5451,Sanford Bagley Medical Center,25,Bagley,MN
5452,Sanford Bemidji Medical Center,196,Bemidji,MN
5453,Sanford Bismarck Medical Center,227,Bismarck,ND
5454,Sanford Canby Medical Center,75,Canby,MN
5455,Sanford Canton-Inwood Medical Center,11,Canton,SD
5456,Sanford Chamberlain Medical Center,69,Chamberlain,SD
5457,Sanford Children's Hospital Fargo,0,Fargo,ND
5458,Sanford Children's Hospital Sioux Falls,0,Sioux Falls,SD
5459,Sanford Clear Lake Medical Center,10,Clear Lake,SD
5460,Sanford Hillsboro Medical Center,52,Hillsboro,ND
5461,Sanford Jackson Medical Center,14,Jackson,MN
5462,Sanford Luverne Medical Center,25,Luverne,MN
5463,Sanford Mayville Medical Center,25,Mayville,ND
5464,Sanford Medical Center Fargo,512,Fargo,ND
5465,Sanford Medical Center Thief River Falls,25,Thief River Falls,MN
5466,Sanford Sheldon Medical Center,25,Sheldon,IA
5467,Sanford South University Medical Center,145,Fargo,ND
5468,Sanford Thief River Falls Behavioral Health Hospital,16,Thief River Falls,MN
5469,Sanford Tracy Medical Center,25,Tracy,MN
5470,Sanford USD Medical Center Sioux Falls,473,Sioux Falls,SD
5471,Sanford Vermillion Medical Center,25,Vermillion,SD
5472,Sanford Webster Medical Center,20,Webster,SD
5473,Sanford Westbrook Medical Center,8,Westbrook,MN
5474,Sanford Wheaton Medical Center,15,Wheaton,MN
5475,Sanford Worthington Medical Center,48,Worthington,MN
5476,Sanpete Valley Hospital,18,Mount Pleasant,UT
5477,Santa Barbara Cottage Hospital,363,Santa Barbara,CA
5478,"Santa Barbara County Alcohol, Drug and Mental Health Services",16,Santa Barbara,CA
5479,Santa Clara Medical Center,327,Santa Clara,CA
5480,Santa Clara Valley Medical Center,974,San Jose,CA
5481,Santa Cruz County Psychiatric Health Facility,16,Santa Cruz,CA
5482,Santa Cruz Valley Regional Hospital,49,Green Valley,AZ
5483,Santa Paula Hospital,0,Santa Paula,CA
5484,Santa Rosa Hospital,173,Santa Rosa,CA
5485,Santa Rosa Medical Center,108,Milton,FL
5486,Santa Rosa Memorial Hospital,298,Santa Rosa,CA
5487,Santa Ynez Valley Cottage Hospital,11,Solvang,CA
5488,Santiam Hospital,40,Stayton,OR
5489,Sarah Bush Lincoln Health Center,102,Mattoon,IL
5490,Sarah D. Culbertson Memorial Hospital,22,Rushville,IL
5491,Sarasota Memorial Hospital,766,Sarasota,FL
5492,Saratoga Hospital,171,Saratoga Springs,NY
5493,Satanta District Hospital,13,Satanta,KS
5494,Sauk Prairie Memorial Hospital,36,Prairie du Sac,WI
5495,Saunders Medical Center,76,Wahoo,NE
5496,Savoy Medical Center,176,Mamou,LA
5497,Scenic Mountain Medical Center,92,Big Spring,TX
5498,Scheurer Hospital,25,Pigeon,MI
5499,Schick Shadel Hospital,63,Seattle,WA
5500,Schleicher County Medical Center,14,Eldorado,TX
5501,Schneck Medical Center,91,Seymour,IN
5502,Schoolcraft Memorial Hospital,12,Manistique,MI
5503,Schuyler Hospital,145,Montour Falls,NY
5504,Schwab Rehabilitation Hospital,93,Chicago,IL
5505,Scotland County Memorial Hospital,25,Memphis,MO
5506,Scotland Memorial Hospital,104,Laurinburg,NC
5507,Scott County Hospital,25,Scott City,KS
5508,Scott Memorial Hospital,25,Scottsburg,IN
5509,Scott Regional Hospital,25,Morton,MS
5510,Scripps Green Hospital,150,La Jolla,CA
5511,Scripps Memorial Hospital Encinitas,193,Encinitas,CA
5512,Scripps Memorial Hospital La Jolla,365,La Jolla,CA
5513,Scripps Mercy Hospital Chula Vista,173,Chula Vista,CA
5514,Scripps Mercy Hospital San Diego,523,San Diego,CA
5515,Sea Pines Rehabilitation Hospital,90,Melbourne,FL
5516,Seaside Behavioral Center - New Orleans,47,New Orleans,LA
5517,Seaside Behavioral Center-Metairie,0,Metairie,LA
5518,Seaside Health System-Baton Rouge,64,Baton Rouge,LA
5519,Seattle Cancer Care Alliance,20,Seattle,WA
5520,Seattle Children's Hospital & Regional Medical Center,361,Seattle,WA
5521,Sebastian River Medical Center,154,Sebastian,FL
5522,Sedan City Hospital,17,Sedan,KS
5523,Sedgwick County Health Center,41,Julesburg,CO
5524,Seiling Community Hospital,18,Seiling,OK
5525,Selby General Hospital,35,Marietta,OH
5526,Select Specialty Hospital - Cleveland Gateway,183,Cleveland,OH
5527,Select Rehabilitation Hospital - Denton,44,Denton,TX
5528,Select Rehabilitation Hospital of San Antonio,42,San Antonio,TX
5529,Select Specialty Hospital - Akron,60,Akron,OH
5530,Select Specialty Hospital - Ann Arbor,36,Ypsilanti,MI
5531,Select Specialty Hospital - Augusta,80,Augusta,GA
5532,Select Specialty Hospital - Battle Creek,25,Battle Creek,MI
5533,Select Specialty Hospital - Belhaven,25,Jackson,MS
5534,Select Specialty Hospital - Birmingham,38,Birmingham,AL
5535,Select Specialty Hospital - Boardman,24,Youngstown,OH
5536,Select Specialty Hospital - Camp Hill,92,Camp Hill,PA
5537,Select Specialty Hospital - Canton,30,Canton,OH
5538,Select Specialty Hospital - Charleston,32,Charleston,WV
5539,Select Specialty Hospital - Cincinnati,67,Cincinnati,OH
5540,Select Specialty Hospital - Cincinnati North,41,Cincinnati,OH
5541,Select Specialty Hospital - Cleveland Fairhill,0,Cleveland,OH
5542,Select Specialty Hospital - Columbus East,0,Columbus,OH
5543,Select Specialty Hospital - Columbus South,66,Columbus,OH
5544,Select Specialty Hospital - Columbus Victorian Village,186,Columbus,OH
5545,Select Specialty Hospital - Dallas,90,Carrollton,TX
5546,Select Specialty Hospital - Dallas Downtown,44,Dallas,TX
5547,Select Specialty Hospital - Danville,30,Danville,PA
5548,Select Specialty Hospital - Daytona Beach,34,Daytona Beach,FL
5549,Select Specialty Hospital - Des Moines,30,Des Moines,IA
5550,Select Specialty Hospital - Downriver,71,Wyandotte,MI
5551,Select Specialty Hospital - Durham,30,Durham,NC
5552,Select Specialty Hospital - Erie,50,Erie,PA
5553,Select Specialty Hospital - Evansville,60,Evansville,IN
5554,Select Specialty Hospital - Flint,26,Flint,MI
5555,Select Specialty Hospital - Fort Smith,34,Fort Smith,AR
5556,Select Specialty Hospital - Gainesville,44,Gainesville,FL
5557,Select Specialty Hospital - Greensboro,30,Greensboro,NC
5558,Select Specialty Hospital - Grosse Pointe,26,Detroit,MI
5559,Select Specialty Hospital - Gulfport,61,Gulfport,MS
5560,Select Specialty Hospital - Harrisburg,0,Harrisburg,PA
5561,Select Specialty Hospital - Jackson,53,Jackson,MS
5562,Select Specialty Hospital - Johnstown,39,Johnstown,PA
5563,Select Specialty Hospital - Kansas City,40,Kansas City,KS
5564,Select Specialty Hospital - Knoxville,35,Knoxville,TN
5565,Select Specialty Hospital - Laurel Highlands,40,Latrobe,PA
5566,Select Specialty Hospital - Lexington,41,Lexington,KY
5567,Select Specialty Hospital - Lincoln,24,Lincoln,NE
5568,Select Specialty Hospital - Longview,32,Longview,TX
5569,Select Specialty Hospital - Macomb,92,Mount Clemens,MI
5570,Select Specialty Hospital - Madison,58,Madison,WI
5571,Select Specialty Hospital - McKeesport,30,McKeesport,PA
5572,Select Specialty Hospital - Memphis,39,Memphis,TN
5573,Select Specialty Hospital - Miami,47,Miami,FL
5574,Select Specialty Hospital - Milwaukee St. Francis,0,Milwaukee,WI
5575,Select Specialty Hospital - Muskegon,31,Muskegon,MI
5576,Select Specialty Hospital - Nashville,70,Nashville,TN
5577,Select Specialty Hospital - North Knoxville,68,Powell,TN
5578,Select Specialty Hospital - Northeast New Jersey,62,Rochelle Park,NJ
5579,Select Specialty Hospital - Northern Kentucky,33,Fort Thomas,KY
5580,Select Specialty Hospital - Northwest Detroit,36,Detroit,MI
5581,Select Specialty Hospital - Oklahoma City,72,Oklahoma City,OK
5582,Select Specialty Hospital - Omaha,52,Omaha,NE
5583,Select Specialty Hospital - Orlando North,99,Orlando,FL
5584,Select Specialty Hospital - Orlando South,0,Edgewood,FL
5585,Select Specialty Hospital - Palm Beach,60,Lake Worth,FL
5586,Select Specialty Hospital - Panama City,30,Panama City,FL
5587,Select Specialty Hospital - Pensacola,75,Pensacola,FL
5588,Select Specialty Hospital - Phoenix,48,Phoenix,AZ
5589,Select Specialty Hospital - Phoenix Downtown,0,Phoenix,AZ
5590,Select Specialty Hospital - Pontiac,30,Pontiac,MI
5591,Select Specialty Hospital - Quad Cities,50,Davenport,IA
5592,Select Specialty Hospital - Saginaw,32,Saginaw,MI
5593,Select Specialty Hospital - Saint Louis,63,Saint Charles,MO
5594,Select Specialty Hospital - Savannah,40,Savannah,GA
5595,Select Specialty Hospital - South Dakota,24,Sioux Falls,SD
5596,Select Specialty Hospital - Southeast Ohio,35,Newark,OH
5597,Select Specialty Hospital - Spectrum Health,20,Grand Rapids,MI
5598,Select Specialty Hospital - Springfield,44,Springfield,MO
5599,Select Specialty Hospital - Tallahassee,48,Tallahassee,FL
5600,Select Specialty Hospital - Tri Cities,33,Bristol,TN
5601,Select Specialty Hospital - Tulsa,56,Tulsa,OK
5602,Select Specialty Hospital - Warren,0,Warren,OH
5603,Select Specialty Hospital - Wichita,48,Wichita,KS
5604,Select Specialty Hospital - Wilmington,35,Wilmington,DE
5605,Select Specialty Hospital - York,0,York,PA
5606,Select Specialty Hospital - Youngstown,80,Youngstown,OH
5607,Select Specialty Hospital Fort Myers,60,Fort Myers,FL
5608,Select Specialty Hospital Hampton Roads,25,Newport News,VA
5609,Select Specialty Hospital Miami Lakes,60,Miami Lakes,FL
5610,Select Specialty Hospital Midtown Atlanta,92,Atlanta,GA
5611,Select Specialty Hospital Milwaukee -West Allis,63,West Allis,WI
5612,Select Specialty Hospital Pittsburgh UPMC,32,Pittsburgh,PA
5613,Select Specialty Hospital The Villages,40,Oxford,FL
5614,Select Specialty Hospital-San Diego,110,San Diego,CA
5615,Self Regional Healthcare,322,Greenwood,SC
5616,Sells Indian Hospital,14,Sells,AZ
5617,Seneca Healthcare District,26,Chester,CA
5618,Sentara Albemarle Medical Center,91,Elizabeth City,NC
5619,Sentara CarePlex Hospital,172,Hampton,VA
5620,Sentara Halifax Regional Hospital,107,South Boston,VA
5621,Sentara Heart Hospital,0,Norfolk,VA
5622,Sentara Leigh Hospital,247,Norfolk,VA
5623,Sentara Martha Jefferson Hospital,150,Charlottesville,VA
5624,Sentara Norfolk General Hospital,527,Norfolk,VA
5625,Sentara Northern Virginia Medical Center,147,Woodbridge,VA
5626,Sentara Obici Hospital,175,Suffolk,VA
5627,Sentara Princess Anne Hospital,174,Virginia Beach,VA
5628,Sentara RMH Medical Center,238,Harrisonburg,VA
5629,Sentara Virginia Beach General Hospital,259,Virginia Beach,VA
5630,Sentara Williamsburg Regional Medical Center,145,Williamsburg,VA
5631,Sequel Pomegranate Health Systems,0,Columbus,OH
5632,Sequoia Hospital,208,Redwood City,CA
5633,Sequoyah Adolescent Treatment Center,0,Albuquerque,NM
5634,Sequoyah Memorial Hospital,41,Sallisaw,OK
5635,Serenity Lane Inpatient Hospital,0,Coburg,OR
5636,Seton Medical Center,434,Daly City,CA
5637,Seton Medical Center Coastside,0,Moss Beach,CA
5638,Seton Medical Center Harker Heights,66,Harker Heights,TX
5639,Seven Hills Hospital,134,Henderson,NV
5640,Sevier Valley Hospital,24,Richfield,UT
5641,Seymour Hospital,27,Seymour,TX
5642,SGMC Berrien Campus,63,Nashville,GA
5643,SGMC Lanier Campus,87,Lakeland,GA
5644,Shamrock General Hospital,25,Shamrock,TX
5645,Shands Lake Shore Regional Medical Center,87,Lake City,FL
5646,Shands Live Oak Regional Medical Center,25,Live Oak,FL
5647,Shands Starke Regional Medical Center,25,Starke,FL
5648,Shannon Medical Center,369,San Angelo,TX
5649,Share Medical Center,105,Alva,OK
5650,Sharkey-Issaquena Community Hospital,83,Rolling Fork,MS
5651,Sharon Hospital,78,Sharon,CT
5652,Sharon Regional Health System,233,Sharon,PA
5653,Sharp Chula Vista Medical Center,343,Chula Vista,CA
5654,Sharp Coronado Hospital,181,Coronado,CA
5655,Sharp Grossmont Hospital,524,La Mesa,CA
5656,Sharp Mary Birch Hospital for Women and Newborns,0,San Diego,CA
5657,Sharp Memorial Hospital,862,San Diego,CA
5658,Sharp Mesa Vista Hospital,158,San Diego,CA
5659,Shasta Regional Medical Center,226,Redding,CA
5660,Shelby Baptist Medical Center,252,Alabaster,AL
5661,Sheltering Arms Hospital - Mechanicsville,40,Mechanicsville,VA
5662,Sheltering Arms Hospital - Midlothian,28,Midlothian,VA
5663,Shenandoah Medical Center,25,Shenandoah,IA
5664,Shepherd Center,152,Atlanta,GA
5665,Sheppard Pratt - Ellicott City Campus,0,Ellicott City,MD
5666,Sheppard Pratt - Towson Campus,337,Baltimore,MD
5667,Sheridan Community Hospital,22,Sheridan,MI
5668,Sheridan County Health Complex,18,Hoxie,KS
5669,Sheridan Memorial,64,Plentywood,MT
5670,Sheridan Memorial Hospital,71,Sheridan,WY
5671,Sheridan VA Medical Center,0,Sheridan,WY
5672,Sherman Oaks Hospital,153,Sherman Oaks,CA
5673,Shirley Ryan AbilityLab,225,Chicago,IL
5674,Shoals Hospital,184,Muscle Shoals,AL
5675,Shodair Children's Hospital,30,Helena,MT
5676,Shore Medical Center,199,Somers Point,NJ
5677,Shore Rehabilitation Institute,40,Brick,NJ
5678,Shoshone Medical Center,21,Kellogg,ID
5679,Shriners Hospital for Children - Salt Lake City,0,Salt Lake City,UT
5680,Shriners Hospital for Children - Spokane,0,Spokane,WA
5681,Shriners Hospitals for Children - Boston,0,Boston,MA
5682,Shriners Hospitals for Children - Chicago,0,Chicago,IL
5683,Shriners Hospitals for Children - Cincinnati,0,Cincinnati,OH
5684,Shriners Hospitals for Children - Greenville,0,Greenville,SC
5685,Shriners Hospitals for Children - Honolulu,0,Honolulu,HI
5686,Shriners Hospitals for Children - Houston,0,Houston,TX
5687,Shriners Hospitals for Children - Northern California,0,Sacramento,CA
5688,Shriners Hospitals for Children - Philadelphia,0,Philadelphia,PA
5689,Shriners Hospitals for Children - Portland,0,Portland,OR
5690,Shriners Hospitals for Children - Saint Louis,0,Saint Louis,MO
5691,Shriners Hospitals for Children - Springfield,0,Springfield,MA
5692,Shriners Hospitals for Children - Tampa,0,Tampa,FL
5693,Shriners Hospitals for Children - Twin Cities,0,Minneapolis,MN
5694,Shriners Hospitals for Children- Shreveport,0,Shreveport,LA
5695,Shriners Hospitals for Children-Galveston,0,Galveston,TX
5696,Sibley Memorial Hospital,255,Washington,DC
5697,Sidney and Lois Eskenazi Hospital,336,Indianapolis,IN
5698,Sidney Health Center,118,Sidney,MT
5699,Sidney Regional Health Center,80,Sidney,NE
5700,Sierra Nevada Memorial Hospital,104,Grass Valley,CA
5701,Sierra Tucson,0,Tucson,AZ
5702,Sierra View District Hospital,163,Porterville,CA
5703,Sierra Vista Hospital,171,Sacramento,CA
5704,Sierra Vista Hospital,11,Truth or Consequences,NM
5705,Sierra Vista Regional Medical Center,162,San Luis Obispo,CA
5706,Signature Psychiatric Hospital,72,North Kansas City,MO
5707,SIH Saint Joseph Memorial Hospital,25,Murphysboro,IL
5708,Siloam Springs Regional Hospital,44,Siloam Springs,AR
5709,Silver Cross Hospital,302,New Lenox,IL
5710,Silver Hill Hospital,39,New Canaan,CT
5711,Silver Oaks Behavioral Hospital,0,New Lenox,IL
5712,Simpson General Hospital,35,Mendenhall,MS
5713,Sinai Children's Hospital,0,Chicago,IL
5714,Sinai Hospital,418,Baltimore,MD
5715,Sioux Center Health Center,88,Sioux Center,IA
5716,Sioux Falls Specialty Hospital,26,Sioux Falls,SD
5717,Sioux Falls VA Medical Center,0,Sioux Falls,SD
5718,Siskin Hospital for Physical Rehabilitation,194,Chattanooga,TN
5719,Sisters of Charity Hospital,466,Buffalo,NY
5720,Sisters of Charity Hospital - Saint Joseph Campus,119,Buffalo,NY
5721,Sistersville General Hospital,25,Sistersville,WV
5722,Skagit Valley Hospital,137,Mount Vernon,WA
5723,Skiff Medical Center,48,Newton,IA
5724,Skokie Hospital,156,Skokie,IL
5725,Sky Lakes Medical Center,105,Klamath Falls,OR
5726,Sky Ridge Medical Center,272,Lone Tree,CO
5727,Skyline Health,14,White Salmon,WA
5728,Sleepy Eye Medical Center,16,Sleepy Eye,MN
5729,Slidell Memorial Hospital,231,Slidell,LA
5730,SMHC Medical Center - Biddeford,226,Biddeford,ME
5731,Smilow Cancer Hospital at Yale-New Haven,0,New Haven,CT
5732,Smith County Memorial Hospital,16,Smith Center,KS
5733,Smokey Point Behavioral Hospital,115,Marysville,WA
5734,Smyth County Community Hospital,153,Marion,VA
5735,Snoqualmie Valley Hospital,25,Snoqualmie,WA
5736,Socorro General Hospital,24,Socorro,NM
5737,Soin Medical Center,129,Beavercreek,OH
5738,Solara Specialty Hospitals Brownsville,0,Brownsville,TX
5739,Solara Specialty Hospitals Harlingen,82,Harlingen,TX
5740,Solara Specialty Hospitals McAllen,54,McAllen,TX
5741,Soldiers & Sailors Memorial Hospital,186,Penn Yan,NY
5742,Solomon Carter Fuller Mental Health Center,60,Boston,MA
5743,Sonoma Developmental Center,13,Eldridge,CA
5744,Sonoma Specialty Hospital,37,Sebastopol,CA
5745,Sonoma Valley Hospital,75,Sonoma,CA
5746,Sonora Behavioral Health Hospital,140,Tucson,AZ
5747,South Baldwin Regional Medical Center,112,Foley,AL
5748,South Bay Hospital,138,Sun City Center,FL
5749,South Bay Medical Center,257,Harbor City,CA
5750,South Beach Psychiatric Center,257,Staten Island,NY
5751,South Big Horn County Hospital,47,Basin,WY
5752,South Cameron Memorial Hospital,49,Cameron,LA
5753,South Central Kansas Regional Medical Center,44,Arkansas City,KS
5754,South Central Regional Medical Center,268,Laurel,MS
5755,South Coast Global Medical Center,178,Santa Ana,CA
5756,South County Health,79,Wakefield,RI
5757,South Dakota Human Services Center,83,Yankton,SD
5758,South Davis Community Hospital,111,Bountiful,UT
5759,South Florida Baptist Hospital,147,Plant City,FL
5760,South Florida State Hospital,50,Pembroke Pines,FL
5761,South Georgia Medical Center,288,Valdosta,GA
5762,South Lake Hospital,170,Clermont,FL
5763,South Lincoln Medical Center,37,Kemmerer,WY
5764,South Lyon Medical Center,63,Yerington,NV
5765,South Miami Hospital,436,South Miami,FL
5766,South Mississippi County Regional Medical Center,25,Osceola,AR
5767,South Mississippi State Hospital,45,Purvis,MS
5768,South Oaks Hospital,202,Amityville,NY
5769,South Peninsula Hospital,49,Homer,AK
5770,South Plains Rehabilitation Hospital,0,Lubbock,TX
5771,South Pointe Hospital,131,Warrensville Heights,OH
5772,South Sacramento Medical Center,209,Sacramento,CA
5773,South Seminole Hospital,0,Longwood,FL
5774,South Shore Hospital,392,South Weymouth,MA
5775,South Shore Hospital,137,Chicago,IL
5776,South Sunflower County Hospital,47,Indianola,MS
5777,South Texas Behavioral Health Center,0,Edinburg,TX
5778,South Texas Rehabilitation Hospital,40,Brownsville,TX
5779,South Texas Spine & Surgical Hospital,30,San Antonio,TX
5780,South Texas Surgical Hospital,33,Corpus Christi,TX
5781,Southampton Memorial Hospital,204,Franklin,VA
5782,Southcoast Behavioral Health,120,Dartmouth,MA
5783,Southeast Colorado Hospital District,71,Springfield,CO
5784,Southeast Georgia Health System - Brunswick Campus,300,Brunswick,GA
5785,Southeast Georgia Health System - Camden Campus,40,Saint Marys,GA
5786,Southeast Health Center of Stoddard County,48,Dexter,MO
5787,Southeast Health Medical Center,327,Dothan,AL
5788,Southeast Hospital,194,Cape Girardeau,MO
5789,Southeast Louisiana Veterans Health Care System,0,New Orleans,LA
5790,Southeast Missouri Mental Health Center,338,Farmington,MO
5791,Southeast Regional Medical Center,14,Kentwood,LA
5792,Southeast Rehabilitation Hospital,10,Lake Village,AR
5793,Southeastern Med,90,Cambridge,OH
5794,Southeastern Regional Medical Center,371,Lumberton,NC
5795,Southern Arizona VA Health Care System,0,Tucson,AZ
5796,Southern California Hospital at Culver City,406,Culver City,CA
5797,Southern California Hospital at Hollywood,612,Hollywood,CA
5798,Southern California Hospital at Van Nuys,0,Van Nuys,CA
5799,Southern Coos Hospital & Health Center,19,Bandon,OR
5800,Southern Hills Hospital & Medical Center,186,Las Vegas,NV
5801,Southern Indiana Rehab Hospital,60,New Albany,IN
5802,Southern Inyo Hospital,37,Lone Pine,CA
5803,Southern Kentucky Rehabilitation Hospital,60,Bowling Green,KY
5804,Southern Nevada Adult Mental Health Services,289,Las Vegas,NV
5805,Southern New Hampshire Medical Center,160,Nashua,NH
5806,Southern Ocean Medical Center,174,Manahawkin,NJ
5807,Southern Ohio Medical Center,213,Portsmouth,OH
5808,Southern Regional Medical Center,264,Riverdale,GA
5809,Southern Surgical Hospital,37,Slidell,LA
5810,Southern Tennessee - Lawrenceburg,99,Lawrenceburg,TN
5811,Southern Tennessee - Sewanee,0,Sewanee,TN
5812,Southern Tennessee - Winchester,198,Winchester,TN
5813,Southern Tennessee Regional Health System,95,Pulaski,TN
5814,Southern Virginia Mental Health Institute,72,Danville,VA
5815,Southern Virginia Regional Medical Center,80,Emporia,VA
5816,Southside Hospital,278,Bay Shore,NY
5817,Southside Regional Medical Center,300,Petersburg,VA
5818,Southview Medical Center,0,Centerville,OH
5819,Southwell Medical,140,Adel,GA
5820,Southwest General Health Center,248,Middleburg Heights,OH
5821,Southwest General Hospital,225,San Antonio,TX
5822,Southwest Georgia Regional Medical Center,105,Cuthbert,GA
5823,Southwest Health,113,Platteville,WI
5824,Southwest Health System,25,Cortez,CO
5825,Southwest Healthcare Services Hospital,63,Bowman,ND
5826,Southwest Medical Center,89,Liberal,KS
5827,Southwest Mississippi Regional Medical Center,160,McComb,MS
5828,Southwest Orthopaedic and Reconstructive Specialists,10,Oklahoma City,OK
5829,Southwestern Medical Center,140,Lawton,OK
5830,Southwestern Vermont Medical Center,78,Bennington,VT
5831,Southwestern Virginia Mental Health Institute,134,Marion,VA
5832,Southwood Psychiatric Hospital,0,Pittsburgh,PA
5833,SOVAH Health Danville,342,Danville,VA
5834,SOVAH Health Martinsville,220,Martinsville,VA
5835,Spalding Rehabilitation Hospital,58,Aurora,CO
5836,Spanish Peaks Regional Health Center,25,Walsenburg,CO
5837,Sparrow Carson Hospital,48,Carson City,MI
5838,Sparrow Clinton Hospital,25,Saint Johns,MI
5839,Sparrow Eaton Hospital,25,Charlotte,MI
5840,Sparrow Hospital,632,Lansing,MI
5841,Sparrow Ionia Hospital,22,Ionia,MI
5842,Sparrow Specialty Hospital,36,Lansing,MI
5843,Sparta Community Hospital,25,Sparta,IL
5844,Spartanburg Hospital for Restorative Care,92,Spartanburg,SC
5845,Spartanburg Medical Center,493,Spartanburg,SC
5846,Spartanburg Medical Center - Mary Black Campus,145,Spartanburg,SC
5847,Spartanburg Rehabilitation Institute,40,Spartanburg,SC
5848,Spaulding Hospital for Continuing Medical Care Cambridge,180,Cambridge,MA
5849,Spaulding Rehabilitation Hospital Boston,132,Boston,MA
5850,Spaulding Rehabilitation Hospital of the Cape Cod,60,East Sandwich,MA
5851,Speare Memorial Hospital,25,Plymouth,NH
5852,Specialists Hospital Shreveport,15,Shreveport,LA
5853,Specialty Hospital Monroe,32,Monroe,LA
5854,Specialty Hospital of Central Jersey,50,Lakewood,NJ
5855,Specialty Hospital of Lorain,28,Amherst,OH
5856,Specialty Rehabilitation Hospital,12,Coushatta,LA
5857,Spectrum Health Big Rapids Hospital,49,Big Rapids,MI
5858,Spectrum Health Blodgett Hospital,291,Grand Rapids,MI
5859,Spectrum Health Butterworth Hospital,1387,Grand Rapids,MI
5860,Spectrum Health Gerber Memorial Hospital,25,Fremont,MI
5861,Spectrum Health Helen DeVos Children's Hospital,0,Grand Rapids,MI
5862,Spectrum Health Kelsey Hospital,43,Lakeview,MI
5863,Spectrum Health Ludington Hospital,45,Ludington,MI
5864,Spectrum Health Pennock,25,Hastings,MI
5865,Spectrum Health Reed City Hospital,75,Reed City,MI
5866,Spectrum Health United Hospital,88,Greenville,MI
5867,Spencer Hospital,64,Spencer,IA
5868,Spokane VA Medical Center,0,Spokane,WA
5869,Spooner Health,20,Spooner,WI
5870,Spotsylvania Regional Medical Center,133,Fredericksburg,VA
5871,Spring Grove Hospital Center,639,Catonsville,MD
5872,Spring Harbor Hospital,100,Westbrook,ME
5873,Spring Mountain Sahara,30,Las Vegas,NV
5874,Spring Mountain Treatment Center,110,Las Vegas,NV
5875,Spring Valley Hospital Medical Center,359,Las Vegas,NV
5876,Spring View Hospital,75,Lebanon,KY
5877,Springbrook Hospital,66,Brooksville,FL
5878,Springfield Hospital,0,Springfield,PA
5879,Springfield Hospital,35,Springfield,VT
5880,Springfield Hospital Center,522,Sykesville,MD
5881,Springhill Medical Center,58,Springhill,LA
5882,Springhill Medical Center,209,Mobile,AL
5883,Springwoods Behavioral Health,80,Fayetteville,AR
5884,SSM Health Cardinal Glennon Children's Hospital,0,Saint Louis,MO
5885,SSM Health Saint Clare Hospital - Fenton,180,Fenton,MO
5886,SSM Health Saint Joseph Hospital-Saint Charles,256,Saint Charles,MO
5887,SSM Health Bone & Joint Hospital at St. Anthony,33,Oklahoma City,OK
5888,SSM Health DePaul Hospital - St. Louis,516,Bridgeton,MO
5889,SSM Health Good Samaritan Hospital - Mount Vernon,134,Mount Vernon,IL
5890,SSM Health Rehabilitation Hospital - Bridgeton,0,Bridgeton,MO
5891,SSM Health Rehabilitation Hospital at Richmond Heights,125,St. Louis,MO
5892,SSM Health Rehabilitation Hospital- Lake Saint Louis,0,Lake Saint Louis,MO
5893,SSM Health Saint Anthony Hospital - Oklahoma City,600,Oklahoma City,OK
5894,SSM Health Saint Anthony South,0,Oklahoma City,OK
